Id,Class,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,modularity_class,stat_inf_class,clustering,eigencentrality
3079,-1,,1,3,4,1,-14,-13,7,0.27507,0.286499,0,0.001166,0.002939,NaN,0,506,13,93,0.666667,0.006452
1522,-1,,4,5,9,4,-17,-13,6,0.303868,0.322729,0.000095,0.008453,0.004952,NaN,0,506,1,24,0.1,0.045339
1568,-1,,4,5,9,4,-17,-13,7,0.299209,0.312871,0.000006,0.006659,0.00801,NaN,0,506,15,27,0.1,0.033847
7511,-1,,4,3,7,-15,3,-12,7,0.265858,0.275436,0.000015,0.001339,0.001289,NaN,0,506,8,20,0.25,0.007738
7571,-1,,6,4,10,-30,19,-11,8,0.203189,0.208096,0.000213,0.002908,0.000138,NaN,0,506,76,52,0.236111,0.013708
7540,-1,,4,2,6,-20,9,-11,7,0.274264,0.285386,0.000007,0.008694,0.002519,NaN,0,506,14,61,0.25,0.04527
7500,-1,,3,1,4,-12,1,-11,8,0.220036,0.226076,0,0.005055,0.000208,NaN,0,506,7,13,0.5,0.028053
7485,-1,,2,0,2,-11,0,-11,0,0,0,0,0.006616,0,NaN,0,209,21,44,1,0.031021
7484,-1,,5,0,5,-11,0,-11,0,0,0,0,0.00629,0,NaN,0,18,7,8,0.65,0.034243
7496,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003897,0,NaN,0,107,30,44,0,0.016349
7489,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003897,0,NaN,0,106,37,44,0,0.016349
7487,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003897,0,NaN,0,105,38,44,0,0.016349
7495,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003897,0,NaN,0,104,39,44,0,0.016349
7494,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003897,0,NaN,0,103,40,44,0,0.016349
7493,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003897,0,NaN,0,102,41,44,0,0.016349
7492,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003897,0,NaN,0,101,42,44,0,0.016349
7491,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003897,0,NaN,0,100,43,44,0,0.016349
7490,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003897,0,NaN,0,99,44,44,0,0.016349
7486,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003897,0,NaN,0,98,45,44,0,0.016349
7488,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003897,0,NaN,0,97,46,44,0,0.016349
7497,-1,,2,0,2,-11,0,-11,0,0,0,0,0.003971,0,NaN,0,71,87,80,1,0.018009
245,-1,,25,31,56,33,-44,-11,6,0.336748,0.358238,0.000771,0.032636,0.04036,NaN,0,506,13,80,0.168254,0.146295
7514,-1,,9,6,15,-15,5,-10,7,0.286009,0.300023,0.000296,0.016313,0.005334,NaN,0,506,12,74,0.325758,0.079855
7507,-1,,4,3,7,-13,3,-10,7,0.255384,0.264093,0.000005,0.007983,0.001317,NaN,0,506,14,28,0.25,0.038809
7501,-1,,3,2,5,-12,2,-10,6,0.284791,0.298403,0,0.007343,0.004704,NaN,0,506,14,63,0.666667,0.036964
7480,-1,,1,0,1,-10,0,-10,0,0,0,0,0.002995,0,NaN,0,271,17,67,0,0.015551
7477,-1,,1,0,1,-10,0,-10,0,0,0,0,0.002995,0,NaN,0,270,20,67,0,0.015551
7475,-1,,1,0,1,-10,0,-10,0,0,0,0,0.003621,0,NaN,0,203,54,44,0,0.01547
7474,-1,,1,0,1,-10,0,-10,0,0,0,0,0.003621,0,NaN,0,202,55,44,0,0.01547
7470,-1,,1,0,1,-10,0,-10,0,0,0,0,0.003621,0,NaN,0,200,58,44,0,0.01547
7459,-1,,1,0,1,-10,0,-10,0,0,0,0,0.003621,0,NaN,0,199,59,44,0,0.01547
7472,-1,,1,0,1,-10,0,-10,0,0,0,0,0.003621,0,NaN,0,198,60,44,0,0.01547
7471,-1,,1,0,1,-10,0,-10,0,0,0,0,0.003621,0,NaN,0,197,61,44,0,0.01547
7478,-1,,1,0,1,-10,0,-10,0,0,0,0,0.001218,0,NaN,0,415,67,74,0,0.009067
7448,-1,,1,0,1,-10,0,-10,0,0,0,0,0.001267,0,NaN,0,57,74,28,0,0.006004
7454,-1,,1,0,1,-10,0,-10,0,0,0,0,0.001199,0,NaN,0,82,75,5,0,0.005341
7463,-1,,1,0,1,-10,0,-10,0,0,0,0,0.001047,0,NaN,0,43,78,80,0,0.005231
7464,-1,,1,0,1,-10,0,-10,0,0,0,0,0.001667,0,NaN,0,124,82,81,0,0.007927
7473,-1,,1,0,1,-10,0,-10,0,0,0,0,0.00132,0,NaN,0,73,83,31,0,0.006577
7469,-1,,1,0,1,-10,0,-10,0,0,0,0,0.001243,0,NaN,0,127,86,28,0,0.006584
7451,-1,,3,0,3,-10,0,-10,0,0,0,0,0.001447,0,NaN,0,45,11,58,0,0.006916
7460,-1,,1,0,1,-10,0,-10,0,0,0,0,0.000983,0,NaN,0,14,95,94,0,0.005745
7467,-1,,1,0,1,-10,0,-10,0,0,0,0,0.000545,0,NaN,0,38,99,50,0,0.002883
7453,-1,,1,0,1,-10,0,-10,0,0,0,0,0.00008,0,NaN,0,32,103,9,0,0.000563
7458,-1,,1,0,1,-10,0,-10,0,0,0,0,0.00023,0,NaN,0,125,106,47,0,0.001199
7450,-1,,1,0,1,-10,0,-10,0,0,0,0,0,0,NaN,0,36,111,93,0,0.000032
7462,-1,,1,0,1,-10,0,-10,0,0,0,0,0.000257,0,NaN,0,288,113,49,0,0.000462
7465,-1,,1,0,1,-10,0,-10,0,0,0,0,0,0,NaN,4,538,120,105,0,0.000024
5029,-1,,0,1,1,0,-10,-10,7,0.24813,0.257287,0,0,0.000675,NaN,0,537,116,3,0,0
5837,-1,,0,1,1,0,-10,-10,1,1,1,0,0,0,NaN,4,539,119,105,0,0
7532,-1,,4,1,5,-19,10,-9,7,0.219804,0.225471,0,0.006485,0.000143,NaN,0,506,18,67,0.583333,0.025244
7508,-1,,3,1,4,-14,5,-9,8,0.203608,0.207984,0.000018,0.003861,0.000022,NaN,0,506,2,96,0,0.021615
7504,-1,,4,3,7,-13,4,-9,7,0.273444,0.284026,0.000035,0.005265,0.001488,NaN,0,506,14,17,0.1,0.027283
7482,-1,,4,2,6,-11,2,-9,7,0.28209,0.295288,0.000267,0.00883,0.003846,NaN,0,506,7,13,0.333333,0.047285
7479,-1,,1,1,2,-10,1,-9,7,0.262432,0.273298,0,0.002995,0.000937,NaN,0,506,3,16,0.5,0.015551
7456,-1,,1,1,2,-10,1,-9,7,0.269646,0.279978,0,0.001199,0.000958,NaN,0,506,1,5,0,0.005341
7468,-1,,1,1,2,-10,1,-9,7,0.25765,0.266857,0,0.001243,0.001305,NaN,0,506,13,28,0,0.006584
7449,-1,,1,1,2,-10,1,-9,8,0.225791,0.230909,0,0.00006,0.000089,NaN,0,506,8,17,0,0.000563
7452,-1,,1,1,2,-10,1,-9,1,1,1,0,0.000015,0.000034,NaN,0,290,11,58,0,0.000122
7446,-1,,2,0,2,-9,0,-9,0,0,0,0,0.007542,0,NaN,0,59,14,59,1,0.037706
7439,-1,,2,0,2,-9,0,-9,0,0,0,0,0.000836,0,NaN,0,49,6,52,0,0.005121
7437,-1,,2,0,2,-9,0,-9,0,0,0,0,0.00019,0,NaN,0,47,14,2,0,0.001137
7441,-1,,1,0,1,-9,0,-9,0,0,0,0,0.000258,0,NaN,0,295,102,50,0,0.002141
647,-1,,7,17,24,13,-22,-9,6,0.326878,0.343177,0.000465,0.018271,0.017504,NaN,0,506,8,74,0.147059,0.082013
7447,-1,,2,1,3,-9,1,-8,7,0.235809,0.241908,0.000005,0.003178,0.000217,NaN,0,506,1,70,0,0.016541
7425,-1,,3,0,3,-8,0,-8,0,0,0,0,0.008275,0,NaN,0,8,5,83,0.666667,0.045267
3002,-1,,1,2,3,1,-9,-8,7,0.279731,0.293202,0,0.003716,0.003851,NaN,0,506,15,93,1,0.019042
2787,-1,,1,2,3,1,-9,-8,7,0.295318,0.306901,0.000003,0.003341,0.003359,NaN,0,506,14,28,0,0.017061
3180,-1,,1,2,3,1,-9,-8,7,0.264059,0.275931,0.000007,0.001218,0.001924,NaN,0,506,12,74,0,0.009067
3270,-1,,1,2,3,1,-9,-8,7,0.246822,0.254682,0.000001,0.000678,0.00091,NaN,0,506,13,70,0,0.004251
2655,-1,,1,2,3,1,-9,-8,7,0.245383,0.252019,0,0.00014,0.000314,NaN,0,506,14,9,0,0.000687
2408,-1,,5,1,6,2,-10,-8,7,0.279148,0.292463,0.000005,0.013239,0.003646,NaN,0,506,8,48,0.6,0.063018
7530,-1,,3,3,6,-19,12,-7,8,0.233589,0.240248,0.000276,0.00504,0.000506,NaN,0,506,13,65,0.45,0.025665
7525,-1,,13,9,22,-18,11,-7,6,0.287655,0.302166,0.000044,0.018962,0.008414,NaN,0,506,15,65,0.275641,0.100029
7522,-1,,4,1,5,-17,10,-7,7,0.219804,0.225471,0,0.006485,0.000143,NaN,0,506,18,67,0.583333,0.025244
7523,-1,,4,1,5,-17,10,-7,7,0.219804,0.225471,0,0.006485,0.000143,NaN,0,506,18,67,0.583333,0.025244
7506,-1,,5,2,7,-13,6,-7,1,1,1,0.000001,0.0064,0.000297,NaN,0,19,7,8,0.433333,0.034536
7457,-1,,1,2,3,-10,3,-7,7,0.279585,0.291365,0,0.002995,0.003804,NaN,0,506,14,49,0.833333,0.015551
7438,-1,,4,2,6,-9,2,-7,7,0.293721,0.305514,0.00001,0.007312,0.003369,NaN,0,506,14,57,0.5,0.039586
7445,-1,,2,2,4,-9,2,-7,7,0.263985,0.274275,0,0.005798,0.002726,NaN,0,506,3,30,1,0.029743
7436,-1,,3,1,4,-8,1,-7,7,0.215953,0.221056,0.000002,0.001831,0.000051,NaN,0,506,13,70,0,0.008532
7430,-1,,3,1,4,-8,1,-7,9,0.189367,0.192879,0,0.001251,0.000119,NaN,0,506,13,93,0.333333,0.007418
7414,-1,,2,0,2,-7,0,-7,0,0,0,0,0.000022,0,NaN,0,3,76,52,0.5,0.000363
7374,-1,,4,4,8,-2,-5,-7,7,0.24902,0.258815,0.00015,0.000456,0.000725,NaN,0,506,8,93,0,0.004562
2380,-1,,2,7,9,2,-9,-7,7,0.29483,0.308627,0.000005,0.001319,0.006985,NaN,0,506,13,80,0.214286,0.005263
2048,-1,,2,2,4,2,-9,-7,8,0.223768,0.230027,0.000003,0.000083,0.00008,NaN,0,506,2,12,0,0.000575
2067,-1,,2,2,4,2,-9,-7,8,0.194246,0.19822,0.000237,0.000028,0.000003,NaN,0,506,2,93,0,0.000087
7552,-1,,49,13,62,-23,17,-6,7,0.301934,0.316269,0.001972,0.043929,0.005953,NaN,0,506,14,94,0.086735,0.202176
7499,-1,,5,4,9,-12,6,-6,7,0.293767,0.306559,0.000122,0.009517,0.004604,NaN,0,506,13,52,0.15,0.048602
7442,-1,,4,3,7,-9,3,-6,7,0.286096,0.300696,0.000022,0.007278,0.006073,NaN,0,506,14,80,0.2,0.038568
7427,-1,,3,2,5,-8,2,-6,6,0.293905,0.312699,0.000005,0.004931,0.003709,NaN,0,506,1,2,0.333333,0.027152
7432,-1,,3,2,5,-8,2,-6,7,0.296463,0.311398,0,0.009805,0.006997,NaN,0,506,13,38,0.833333,0.046726
7433,-1,,3,2,5,-8,2,-6,7,0.248179,0.257448,0.000003,0.003532,0.000467,NaN,0,506,12,74,0.666667,0.018083
7435,-1,,3,2,5,-8,2,-6,7,0.250067,0.257523,0.000003,0.004248,0.000541,NaN,0,506,13,30,0,0.018194
7434,-1,,3,2,5,-8,2,-6,6,0.285529,0.297869,0.000002,0.008794,0.002375,NaN,0,506,13,22,0.333333,0.036659
7426,-1,,3,2,5,-8,2,-6,7,0.275434,0.286092,0.000001,0.004516,0.002895,NaN,0,506,7,88,0.666667,0.026538
7424,-1,,3,2,5,-8,2,-6,7,0.255506,0.263368,0.000004,0.002015,0.000528,NaN,0,506,8,45,0.333333,0.012476
7422,-1,,2,1,3,-7,1,-6,7,0.230826,0.237656,0,0.003282,0.000415,NaN,0,506,13,25,1,0.009034
7418,-1,,2,1,3,-7,1,-6,7,0.254017,0.262609,0,0.002342,0.001,NaN,0,506,13,40,0.333333,0.012225
7409,-1,,2,0,2,-6,0,-6,0,0,0,0,0.000022,0,NaN,0,1,76,52,0.5,0.00048
3097,-1,,1,2,3,1,-7,-6,7,0.240223,0.246715,0.000005,0.00014,0.000285,NaN,0,506,97,70,0,0.000753
2391,-1,,2,3,5,2,-8,-6,6,0.29952,0.317983,0.000244,0.003563,0.003836,NaN,0,506,1,22,0,0.020297
2101,-1,,2,3,5,2,-8,-6,7,0.256556,0.265424,0.000247,0.000797,0.00062,NaN,0,506,8,58,0,0.003674
1778,-1,,3,2,5,3,-9,-6,7,0.271758,0.282784,0.000347,0.002463,0.002453,NaN,0,506,7,100,0,0.012338
7562,-1,,10,8,18,-28,23,-5,7,0.311912,0.327545,0.000118,0.020136,0.01411,NaN,0,506,14,84,0.262821,0.100588
7423,-1,,3,1,4,-8,3,-5,8,0.198643,0.203288,0.000331,0.006635,0.000009,NaN,0,506,97,70,0.333333,0.031209
7415,-1,,15,2,17,-7,2,-5,6,0.277371,0.289387,0.000117,0.015599,0.003052,NaN,0,506,14,54,0.228571,0.074093
7401,-1,,3,0,3,-5,0,-5,0,0,0,0,0.006423,0,NaN,0,330,2,20,0.333333,0.035295
7408,-1,,1,0,1,-5,0,-5,0,0,0,0,0.003621,0,NaN,0,204,53,44,0,0.01547
7404,-1,,1,0,1,-5,0,-5,0,0,0,0,0.00192,0,NaN,0,298,84,33,0,0.006627
7405,-1,,1,0,1,-5,0,-5,0,0,0,0,0.001176,0,NaN,0,380,117,32,0,0.005773
7407,-1,,1,0,1,-5,0,-5,0,0,0,0,0.001176,0,NaN,0,379,118,32,0,0.005773
5533,-1,,8,6,14,0,-5,-5,6,0.29155,0.305671,0.000505,0.011949,0.006894,NaN,0,506,15,42,0.513889,0.057095
1930,-1,,2,4,6,2,-7,-5,7,0.256153,0.265442,0.000035,0.00067,0.000661,NaN,0,506,11,71,0.083333,0.003665
2231,-1,,2,3,5,2,-7,-5,7,0.267987,0.278167,0.000008,0.000799,0.001534,NaN,0,506,11,88,0.083333,0.00401
1654,-1,,3,3,6,3,-8,-5,7,0.246805,0.254536,0.000015,0.000358,0.000333,NaN,0,506,2,26,0,0.002072
7560,-1,,10,7,17,-26,22,-4,7,0.294483,0.306926,0.000064,0.008694,0.006105,NaN,0,506,13,25,0.213235,0.034115
7421,-1,,2,1,3,-7,3,-4,7,0.260788,0.27078,0,0.00428,0.001362,NaN,0,506,13,10,1,0.017668
7413,-1,,4,3,7,-7,3,-4,9,0.18077,0.184306,0.000683,0.000252,0,NaN,0,506,14,26,0.333333,0.001895
